xDLNMID,xtEIND,xtConditi,nQ1,iQ2,nQ3,nQ4,iQ5,nQ6,nQ7,nQ8,nQ9,nQ10,mQ11_1,mQ11_2,mQ11_3,mQ11_4,mQ11_5,mQ11_6,mQ11_7,mQ11_8,mQ11_9,mQ11_10,mQ11_11,mQ11_12,mQ11_13,mQ11_99999997,mQ12_1,mQ12_2,mQ12_3,mQ12_4,mQ12_5,mQ12_6,mQ12_7,mQ12_8,mQ12_9,mQ12_10,mQ12_11,mQ12_12,mQ12_13,mQ12_14,mQ12_99999997,mQ13_1,mQ13_2,mQ13_3,mQ13_4,mQ13_5,mQ13_6,mQ13_7,mQ13_8,mQ13_9,mQ13_10,mQ13_11,mQ13_12,mQ13_13,mQ13_14,mQ13_15,mQ13_16,mQ13_99999997,iQ14,nQ15,nQ16,iQ17,iQ18_1,iQ18_2,iQ18_3,iQ18_4,iQ18_5,iQ18_6,iQ18_7,iQ18_8,iQ18_9,iQ18_10,iQ18_11,iQ18_12,iQ18_13,iQ18_14,iQ18_15,iQ18_16,iQ18_17,iQ18_18,iQ18_19,iQ18_20,iQ18_21,iQ18_22,iQ18_23,nQ19,iQ20,iQ21,nQ22,iQ23,nQ24,xAge,nAgeCat,nGender,xHighLevEdu,nEduLev,xIncome,nIncCat,nProv,nRegion,nShoopResp,wwighfact,nGen,nAg,nEdu,nReg
288149317,11/27/2019 10:06:58,Qualified,SP,I don't know,1 car,No,I don't know,Myself,5.000-9.999,10-19 km,Rare/never,Public road,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Good,Mostly disagree,I don't know,I don't know,I don't know,I don't know,I don't know,Neutral,Mostly disagree,I don't know,Neutral,I don't know,Neutral,Neutral,Mostly disagree,Neutral,Neutral,Mostly disagree,I don't know,Neutral,Mostly agree,I don't know,I don't know,I don't know,Car dealer(s),More negative,Did not change,1 person,No people,I'd rather not say,65,55 - 70,Woman,Havo/VWO,Middle,Below average,Below average,Gelderland,East,Myself,.696630506301268,Woman,60 - 70,Middle,East
288149324,11/26/2019 17:16:29,Qualified,SP,Very likely,1 car,No,No people,Myself,10.000-19.999,10-19 km,1 time per month,Public road,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,Neutral,Neutral,Neutral,I don't know,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Neutral,Neutral,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Neutral,Neutral,Neutral,Totally agree,Neutral,Mostly agree,Neutral,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,More positive,1 person,No people,€50.000 - €64.999,60,55 - 70,Woman,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Noord-Holland,3 large municipalities,Myself,.555515901323047,Woman,60 - 70,High,3 large municipalities
288149326,11/23/2019 17:11:20,Qualified,PvdD,Neither/nor,1 car,No,No people,Other(s) in the household,Less than 1.000 km,Less than 10 km,1 time biannually,Public road,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Neutral,No,"If I had an EV, it would be my only car",Neutral,Mostly disagree,I don't know,I don't know,Totally agree,I don't know,I don't know,I don't know,Mostly disagree,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly disagree,I don't know,I don't know,I don't know,Mostly agree,I don't know,Totally agree,Mostly agree,I don't know,Mostly agree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,Did not change,2 people,No people,I'd rather not say,62,55 - 70,Woman,Bachelor HBO/WO,High,Prefer not to say,Unknown,Zuid-Holland,3 large municipalities,Myself,.479087577218042,Woman,60 - 70,High,3 large municipalities
288149327,11/23/2019 22:29:58,Qualified,Green Left,Likely,1 car,No,1 person,Equally shared in decision makings,1.000-4.9999,Less than 10 km,Several times biannually,Other,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Neutral,Neutral,Mostly disagree,I don't know,I don't know,I don't know,I don't know,I don't know,Mostly disagree,I don't know,I don't know,Mostly disagree,I don't know,I don't know,Mostly disagree,Mostly agree,I don't know,Mostly disagree,Neutral,I don't know,Mostly agree,I don't know,I don't know,I don't know,"Another source, not mentioned in this list",More negative,Did not change,3 people or more,1 person,€65.000 - €79.999,55,45 - 54,Woman,Bachelor HBO/WO,High,2 times average,Above average,Noord-Holland,3 large municipalities,Myself,.944549193853984,Woman,50 - 59,High,3 large municipalities
288149332,11/23/2019 17:32:00,Qualified,Green Left,Very unlikely,0 cars,No,No people,Myself,I don't know,I don't know,Rare/never,I don't know,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Neutral,Totally disagree,Totally disagree,I don't know,Neutral,I don't know,Neutral,Neutral,Totally disagree,Totally disagree,I don't know,Neutral,I don't know,Neutral,Totally disagree,Neutral,I don't know,Mostly disagree,Mostly agree,I don't know,Mostly agree,Neutral,I don't know,I don't know,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Much more negative,More positive,3 people or more,No people,I'd rather not say,65,55 - 70,Man,Bachelor HBO/WO,High,Average,Average,Noord-Holland,3 large municipalities,Others,.555429851830243,Man,60 - 70,High,3 large municipalities
288149334,11/27/2019 16:34:58,Qualified,Green Left,Very unlikely,0 cars,No,3 people,Equally shared in decision makings,I don't know,I don't know,1 time biannually,Parking in shared common area without individual parking space,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Very good,Totally disagree,Totally disagree,Totally disagree,Totally disagree,I don't know,I don't know,Mostly agree,Totally disagree,Totally disagree,Totally disagree,Mostly disagree,I don't know,Mostly disagree,Totally disagree,Mostly disagree,Mostly disagree,Totally disagree,I don't know,Neutral,Mostly agree,I don't know,Mostly disagree,Mostly disagree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Much more negative,Much more positive,2 people,No people,€35.000 - €49.999,66,55 - 70,Woman,"Master HBO/WO, post-doctoral",High,Between 1 and 2 times average,Above average,Gelderland,East,Both in equal measure,.593677984751842,Woman,60 - 70,High,East
288149335,11/24/2019 10:43:37,Qualified,CDA,Likely,1 car,"Yes, plug-in hybrid car(s) and electric car(s)",No people,Equally shared in decision makings,30.000-39.999,I don't know,1-3 times per week,Own driveway/carport/garage,Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Yes,"If I had an EV, it would be my only car",Neutral,Mostly disagree,Mostly disagree,Neutral,Mostly agree,Mostly agree,Mostly agree,Neutral,Mostly agree,Mostly disagree,Neutral,Mostly agree,Mostly agree,Mostly agree,Neutral,Mostly agree,Neutral,Mostly agree,Mostly agree,I don't know,Mostly agree,Neutral,Mostly agree,Neutral,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More positive,More positive,2 people,No people,€35.000 - €49.999,69,55 - 70,Woman,"Master HBO/WO, post-doctoral",High,Average,Average,Gelderland,East,Myself,1.41291357029789,Woman,60 - 70,High,East
288149336,11/25/2019 19:36:40,Qualified,Other party,Likely,1 car,No,No people,Myself,5.000-9.999,Less than 10 km,2-4 times per month,Public road,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally disagree,No,"If I had an EV, it would be my only car",Neutral,Neutral,Mostly agree,Neutral,Totally agree,I don't know,Mostly agree,Mostly disagree,Neutral,Mostly disagree,I don't know,Mostly agree,Neutral,I don't know,Neutral,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Totally agree,Totally agree,Mostly agree,Totally agree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,Did not change,2 people,No people,€19.999 or less,67,55 - 70,Woman,Bachelor HBO/WO,High,Minimum,Below average,Gelderland,East,Both in equal measure,.356810557968366,Woman,60 - 70,High,East
288149338,11/26/2019 16:51:12,Qualified,PvdA,Likely,1 car,No,1 person,Other(s) in the household,10.000-19.999,10-19 km,1 time biannually,Own driveway/carport/garage,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Good,Totally disagree,Totally disagree,I don't know,Mostly agree,Neutral,Mostly agree,Totally disagree,Neutral,Mostly disagree,I don't know,Neutral,Neutral,Mostly disagree,Totally disagree,Mostly disagree,I don't know,Neutral,Mostly agree,I don't know,Totally agree,Mostly disagree,Neutral,Mostly disagree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More negative,More positive,2 people,No people,€20.000 - €34.999,65,55 - 70,Woman,Bachelor HBO/WO,High,Average,Average,Overijssel,East,Myself,.521697115688631,Woman,60 - 70,High,East
288149349,11/23/2019 9:53:49,Qualified,Other party,Very unlikely,0 cars,No,No people,Myself,I don't know,I don't know,I don't know,Public road,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,I would never buy an EV,I don't know,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,Totally disagree,"Newsarticles (newspapers, tv and websites)",Much more positive,Did not change,1 person,No people,€20.000 - €34.999,67,55 - 70,Man,"Master HBO/WO, post-doctoral",High,Almost average,Below average,Flevoland,East,Myself,.304316207929575,Man,60 - 70,High,East
288149352,11/23/2019 9:30:58,Qualified,SP,Very likely,1 car,"Yes, plug-in hybrid car(s)",No people,Myself,10.000-19.999,10-19 km,2-4 times per month,Public road,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly disagree,Yes,I would never buy an EV,Neutral,Neutral,Neutral,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Totally agree,Mostly disagree,Mostly agree,Neutral,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Neutral,Mostly agree,Mostly disagree,Totally agree,Mostly agree,Mostly agree,Mostly agree,Car manufacturer(s),Did not change,Did not change,1 person,No people,€35.000 - €49.999,66,55 - 70,Man,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Noord-Holland,West,Both in equal measure,.506413889708964,Man,60 - 70,High,West
288149355,11/23/2019 18:20:00,Qualified,Don't know,Very likely,2 cars,No,No people,Equally shared in decision makings,1.000-4.9999,Less than 10 km,1 time per year,Parking in shared common area without individual parking space,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be a supplement to a petrol or diesel car",Very good,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Totally agree,Mostly agree,Mostly agree,Totally disagree,Totally disagree,Neutral,Neutral,Neutral,Mostly agree,Mostly disagree,Totally agree,Totally agree,Neutral,Totally agree,Mostly agree,Mostly agree,I don't know,I don't know,I don't know,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",Did not change,Did not change,3 people or more,No people,€50.000 - €64.999,58,45 - 54,Woman,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Noord-Brabant,South,Myself,1.19986966247247,Woman,50 - 59,High,South
288149359,11/23/2019 10:13:44,Qualified,VVD,Neither/nor,1 car,No,No people,Myself,10.000-19.999,40-49 km,1 time per month,Own driveway/carport/garage,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mostly agree,No,"If I had an EV, it would be my only car",Bad,Neutral,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Totally agree,Mostly disagree,Neutral,Mostly agree,Mostly agree,Totally agree,Neutral,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Neutral,Totally agree,Mostly agree,I don't know,Mostly agree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More negative,Did not change,1 person,No people,I'd rather not say,65,55 - 70,Man,Bachelor HBO/WO,High,Average,Average,Noord-Brabant,South,Myself,1.18498113817601,Man,60 - 70,High,South
288149360,11/27/2019 14:59:35,Qualified,VVD,Very likely,1 car,No,1 person,Equally shared in decision makings,10.000-19.999,Less than 10 km,2-4 times per month,Own driveway/carport/garage,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Totally agree,No,"If I had an EV, it would be my only car",Very good,Mostly disagree,Mostly disagree,Neutral,Totally agree,Neutral,Mostly agree,Totally agree,Neutral,Totally disagree,Totally disagree,Mostly disagree,Mostly agree,Mostly agree,Totally disagree,Mostly agree,Mostly agree,Mostly agree,Totally agree,Neutral,Totally agree,Totally agree,Totally agree,Totally agree,"Newsarticles (newspapers, tv and websites)",More negative,More positive,2 people,No people,I'd rather not say,65,55 - 70,Man,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Limburg,South,Myself,1.18498113817601,Man,60 - 70,High,South
288149362,11/24/2019 13:40:38,Qualified,Don't know,Likely,1 car,No,No people,Myself,10.000-19.999,I don't know,2-4 times per month,Own driveway/carport/garage,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,I don't know,No,"If I had an EV, it would be my only car",Very good,I don't know,I don't know,Mostly agree,Mostly agree,I don't know,Mostly agree,Mostly agree,Mostly disagree,I don't know,I don't know,Totally agree,Totally agree,I don't know,Mostly disagree,Totally agree,Totally agree,I don't know,Mostly agree,I don't know,Totally agree,Mostly agree,Totally agree,Totally agree,Official governmental websites,Did not change,More positive,1 person,No people,I'd rather not say,65,55 - 70,Man,Bachelor HBO/WO,High,Prefer not to say,Unknown,Limburg,South,Myself,.705567728159762,Man,60 - 70,High,South
288149374,11/24/2019 17:29:31,Qualified,PvdA,Likely,1 car,No,2 people,Equally shared in decision makings,10.000-19.999,Less than 10 km,1 time biannually,Own driveway/carport/garage,Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,No,"If I had an EV, it would be my only car",Good,Mostly disagree,Mostly disagree,Mostly agree,Neutral,Mostly agree,Mostly agree,Neutral,Mostly disagree,Mostly disagree,Neutral,Mostly agree,Mostly agree,Neutral,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,I don't know,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Official governmental websites,Did not change,Did not change,2 people,No people,€35.000 - €49.999,69,55 - 70,Woman,Bachelor HBO/WO,High,Between 1 and 2 times average,Above average,Utrecht,West,Both in equal measure,.458839277137028,Woman,60 - 70,High,West
288149378,11/24/2019 12:59:31,Qualified,PVV,Very likely,1 car,No,2 people,Equally shared in decision makings,10.000-19.999,Less than 10 km,1 time per month,Own driveway/carport/garage,Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Neutral,Yes,I don't know,Good,Totally disagree,Neutral,Totally agree,Totally disagree,Neutral,Mostly agree,Neutral,Totally agree,Totally disagree,Mostly agree,Neutral,Totally agree,I don't know,Totally disagree,Totally disagree,I don't know,Totally disagree,Mostly agree,I don't know,Totally agree,Neutral,Mostly agree,Mostly agree,"Organisations like ADAC (DE), FDM (DK), Magyar Autoklub (HU), ANWB (NL), NAF or Norsk Elbilforening (NO)",More positive,Did not change,2 people,No people,I'd rather not say,60,55 - 70,Woman,Bachelor HBO/WO,High,2 times average,Above average,Noord-Brabant,South,Myself,.55699438213204,Woman,60 - 70,High,South
