NMID,tEND,tConditi,Country,Gender,RegionGermany,PunchRegionGermany,RegionHungary,PunchRegionHungary,RegionNorway,PunchRegionNorway,RegionDenmark,EducationGermany,EducationHungary,EducationNorway,EducationDenmark,Edu,PoliticsGermany,PoliticsGermanyt,PoliticsHungary,PoliticsHungaryt,PoliticsNorway,PoliticsDenmark,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_99999997,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_99999997,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_99999997,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q19,Q20,Q21,Q16a,Q16b,Q16bt,Price,Q22,Q23,Q24,lft,Lftcat,wgrim
299962680,5/6/2020,1,36,2, , , , ,15,5, , , ,3, ,2, , , , ,3, ,1,3,2,3,3,1,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,5,5,3,5,5,5,5,5,5,3,3,3,3,5,5,3,3,3,3,3,4,3,3, , , , ,2,3,4,40,3,1.14553148536451
299962682,5/6/2020,1,31,1, , ,11,4, , , , ,7, , ,3, , ,5,0, , ,2,2,4,2,3,4,2,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,2,1,3,1,3,3,4,3,1,1,4,4,4,2,3,1,4,3,4,4,2,4,1,2,4,2,8,3,3, , , , ,3,1,99999997,68,5,.848306349641511
299962691,5/6/2020,1,31,2, , ,8,3, , , , ,4, , ,2, , ,11,0, , ,2,2,4,1,1,2,1,99999997,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,99999997,99999997,99999997,4,99999997,99999997,99999997,99999997,2,4,3,4,1,1,99999997,3,1,4,99999997,99999997,99999997,2,99999997,99999997,2,3,3, , , , ,1,1,99999997,25,2,.890905569233252
299962696,5/6/2020,1,31,1, , ,4,2, , , , ,9, , ,3, , ,13,0, , ,1,2,4,2,1,3,2,5,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1, , , , ,3,1,4,30,2,2.14982072009361
299962705,5/6/2020,1,31,2, , ,4,2, , , , ,5, , ,2, , ,13,0, , ,2,2,4,1,3,99999997,1,3,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2,2,99999997,2,4,4,4,5,2,2,2,2,2,2,2,4,2,4,4,2,4,2,2,1,2,2,2,5,3,2, , , , ,2,1,3,51,4,2.07205555118593
299962707,5/6/2020,1,31,1, , ,5,2, , , , ,6, , ,3, , ,8,0, , ,1,3,2,2,1,5,3,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,2,1,5,3,2,4,2,2,1,4,4,2,1,1,3,4,2,2,2,1,4,1,2,1,1,1,5,2, , , , ,2,2,4,42,3,.40632092257194
299962714,5/6/2020,1,31,2, , ,11,4, , , , ,9, , ,3, , ,4,0, , ,1,1,4,2,3,99999997,99999997,99999997,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,2,99999997,1,4,3,99999997,2,1,2,2,4,2,3,2,4,1,2,2,2,4,1,4,1,99999997,99999997,2,6,2,2, , , , ,2,1,5,30,2,.702017580665673
299962720,5/6/2020,1,31,2, , ,7,3, , , , ,4, , ,2, , ,1,0, , ,99999997,3,4,2,3,2,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,4,4,99999997,99999997,99999997,99999997,99999997,3,99999997,99999997,99999997,4,99999997,4,99999997,99999997,99999997,99999997,99999997,99999997,99999997,4,99999997,2,3,2, , , , ,1,1,2,56,5,.844650543141474
299962743,5/6/2020,1,36,2, , , , ,6,4, , , ,3, ,2, , , , ,3, ,1,2,4,5,2,4,2,5,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2,2,1,2,4,3,4,99999997,99999997,2,99999997,3,99999997,4,99999997,99999997,2,4,2,2,3,2,99999997,4,99999997,2,99999997,4,4,2, , , , ,2,1,5,62,5,1.15923394596521
299962746,5/6/2020,1,31,1, , ,7,3, , , , ,5, , ,2, , ,13,0, , ,1,2,4,3,1,4,3,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,4,4,4,4,4,4,2,5,3,2,3,4,3,4,3,2,4,5,5,2,2,2,2,2,3,2, , , , ,2,2,3,41,3,1.99987356868816
299962748,5/6/2020,1,31,1, , ,10,4, , , , ,5, , ,2, , ,9,0, , ,1,2,4,1,1,5,3,3,5,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,2,2,4,3,3,2,1,1,1,2,3,2,2,3,2,2,2,1,2,2,3,1,2,3,1,1,3,3, , , , ,2,3,3,38,3,.695518320480893
299962751,5/6/2020,1,31,1, , ,18,7, , , , ,3, , ,1, , ,13,0, , ,3,3,3,1,1,2,5,8,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,5,5,5,1,4,3,2,5,5,4,1,1,1,5,1,4,5,1,5,1,4,4,4,1,3,2, , , , ,1,1,2,42,3,1.97947308418952
299962757,5/6/2020,1,31,1, , ,19,7, , , , ,4, , ,2, , ,13,0, , ,99999997,2,4,99999997,3,2,99999997,99999997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,99999997,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,2,99999997,99999997,2,2,1,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,6,3,3, , , , ,2,1,1,49,4,2.05583754034341
299962759,5/6/2020,1,36,2, , , , ,1,2, , , ,4, ,2, , , , ,1, ,5,2,4,5,1,3,3,5,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,2,99999997,1,4,4,3,4,4,3,3,4,4,4,4,2,3,4,3,2,99999997,99999997,4,1,99999997,2,2,2,3,3, , , , ,1,1,1,56,5,.261166857757183
299962763,5/6/2020,1,36,2, , , , ,7,5, , , ,3, ,2, , , , ,7, ,99999997,2,4,1,1,4,99999997,5,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,3,2,99999997,4,4,99999997,99999997,2,99999997,2,3,3,4,3,99999997,2,2,3,99999997,99999997,99999997,2,4,2,3,99999997,99999997,3,3,3, , , , ,1,1,1,60,5,.87903495055702
299962766,5/6/2020,1,31,1, , ,5,2, , , , ,4, , ,2, , ,8,0, , ,1,2,4,2,1,3,3,3,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,3,1,2,2,4,4,3,5,4,4,3,4,5,4,3,2,4,4,3,3,4,2,5,2,2,3,2,3,3,2, , , , ,2,1,6,43,3,.433256536731558
299962768,5/6/2020,1,37,1, , , , , , ,1, , , ,3,3, , , , , ,1,4,1,4,1,3,2,3,8,4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,2,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,7,4,2, , , , ,3,1,7,26,2,.792187894182605
299962772,5/6/2020,1,36,1, , , , ,11,1, , , ,6, ,3, , , , ,2, ,99999997,1,4,1,99999997,99999997,99999997,8,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,99999997,99999997,99999997,99999997,5,99999997,5,5,1,5,99999997,99999997,1,1,99999997,1,99999997,5,99999997,4,5,99999997,99999997,99999997,3,4,1, , , , ,1,3,99999997,52,4,.827044358935633
299962775,5/6/2020,1,37,2, , , , , , ,4, , , ,3,3, , , , , ,5,1,3,4,1,2,6,5,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,2,99999997,4,3,2,3,3,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,7,2,2, , , , ,3,2,7,49,4,1.6770324994719
299962780,5/6/2020,1,31,2, , ,14,5, , , , ,3, , ,1, , ,1,0, , ,4,2,4,1,3,99999997,99999997,8,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2,99999997,3,99999997,3,99999997,4,99999997,99999997,99999997,3,99999997,3,99999997,99999997,3,3,3,4,99999997,99999997,99999997,2,99999997,99999997,99999997,4,3,3, , , , ,3,3,1,49,4,.819863384284315
299962789,5/6/2020,1,36,1, , , , ,12,2, , , ,3, ,2, , , , ,3, ,1,2,4,5,3,4,3,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,4,4,4,4,99999997,2,3,4,4,4,3,4,4,4,4,99999997,4,4,4,4,4,3,3,3,4,2, , , , ,2,2,99999997,32,2,1.39846606541292
299962793,5/6/2020,1,31,2, , ,9,3, , , , ,4, , ,2, , ,9,0, , ,1,1,4,2,1,1,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3, , , , ,1,4,1,24,1,.694510712486042
299964199,5/6/2020,1,36,2, , , , ,5,2, , , ,6, ,3, , , , ,8, ,1,4,4,1,3,5,4,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999997,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,7,3,3, , , , ,2,3,7,45,4,1.41401841825475
299965295,5/6/2020,1,37,1, , , , , , ,1, , , ,3,3, , , , , ,8,2,4,4,1,3,5,6,5,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,2,99999997,2,3,3,4,3,99999997,99999997,2,4,4,99999997,2,1,3,99999997,99999997,99999997,5,99999997,99999997,2,3,1,1,3,3,3, , , , ,3,3,8,44,3,1.5362582059549
299966982,5/6/2020,1,37,2, , , , , , ,1, , , ,3,3, , , , , ,8,1,4,4,1,2,99999997,99999997,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,7,3,3, , , , ,2,2,6,29,2,1.76286435151927
299971643,5/6/2020,1,31,2, , ,5,2, , , , ,4, , ,2, , ,13,0, , ,5,1,4,99999997,2,99999997,99999997,99999997,99999997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,99999997,3,4,4,3,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,3,3,99999997,99999997,3,99999997,3,99999997,99999997,99999997,99999997,2,6,3,3, , , , ,2,3,99999997,19,1,1.95132876428753
299973057,5/6/2020,1,31,2, , ,16,6, , , , ,8, , ,3, , ,1,0, , ,3,2,4,1,1,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,3,4,3,3,3,4,2,3,4,2,2,2,3,3,2,2,3,3,2,3,2,2,4,1,3, , , , ,2,2,2,33,2,.611898792650559
299973296,5/6/2020,1,31,1, , ,5,2, , , , ,4, , ,2, , ,9,0, , ,1,2,99999997,1,1,2,1,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,2,1,99999997,4,4,99999997,3,99999997,4,4,5,3,99999997,99999997,4,4,5,99999997,99999997,4,2,99999997,2,3,99999997,99999997,1,3,3, , , , ,1,1,3,48,4,.765056926114308
299973775,5/6/2020,1,31,1, , ,11,4, , , , ,9, , ,3, , ,13,0, , ,1,3,4,1,1,4,6,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1,2,2,3,3,3,2,3,2,3,4,2,3,2,3,1,2,2,2,2,2,3,1,2,3,2,1,3,3, , , , ,2,1,6,36,3,1.83367290231144
299974980,5/6/2020,1,31,2, , ,19,7, , , , ,4, , ,2, , ,1,0, , ,2,3,4,5,1,8,8,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3, , , , ,2,1,2,28,2,.647498436049681
299977436,5/6/2020,1,31,1, , ,10,4, , , , ,5, , ,2, , ,9,0, , ,1,2,4,1,1,8,5,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,3,1,3,4,3,3,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,5, , , , ,1,1,2,49,4,.748387885863455
299978943,5/6/2020,1,31,2, , ,10,4, , , , ,4, , ,2, , ,8,0, , ,2,2,4,2,3,3,2,6,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,2,2,2,2,5,5,5,5,5,5,2,4,4,4,2,2,2,4,2,2,2,2,4,2,2,2,2,1,3,2, , , , ,2,1,8,41,3,.397828681344185
299979063,5/6/2020,1,31,2, , ,12,5, , , , ,4, , ,2, , ,11,0, , ,3,1,4,1,1,99999997,99999997,99999997,99999997,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,4,4,4,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,1,3,2, , , , ,1,1,1,52,4,1.04021601113273
299979068,5/6/2020,1,37,2, , , , , , ,1, , , ,3,3, , , , , ,99999997,2,2,1,3,2,5,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,5,4,4,2,2,2,2,2,3,3,3,3,3,3,3,1,1,2,3,4,2,1, , , , ,2,1,4,24,1,.361319372275838
299979073,5/6/2020,1,31,2, , ,4,2, , , , ,7, , ,3, , ,13,0, , ,1,1,99999997,1,1,2,1,5,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,5,4,4,99999997,4,3,2,4,4,4,99999997,99999997,99999997,99999997,99999997,99999997,99999997,2,99999997,2,3,3,3,1,3,3, , , , ,1,1,1,35,3,1.75957117165356
299979084,5/6/2020,1,31,2, , ,11,4, , , , ,4, , ,2, , ,13,0, , ,5,1,4,1,1,1,1,8,99999997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,4,5,99999997,99999997,99999997,99999997,4,5,99999997,99999997,99999997,4,4,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,6,2,2, , , , ,1,1,1,60,5,2.19449776490943
299979093,5/6/2020,1,31,1, , ,4,2, , , , ,2, , ,1, , ,13,0, , ,1,3,4,1,2,1,1,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,4,4,99999997,2,2,1,3,2,3,4,4,99999997,2,3,2,2,4,2,3,1,99999997,99999997,2,1,3,2, , , , ,3,2,99999997,45,4,2.22823999717819
299979097,5/6/2020,1,36,1, , , , ,5,2, , , ,6, ,3, , , , ,8, ,4,3,4,5,99999997,4,6,4,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,1,2,4,3,4,5,4,99999997,2,1,1,2,3,99999997,2,2,1,99999997,4,5,5,4,4,4,99999997,3,7,3,3, , , , ,2,1,6,27,2,1.66611532699029
299979100,5/6/2020,1,31,1, , ,11,4, , , , ,7, , ,3, , ,11,0, , ,1,3,4,2,1,4,2,4,4,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,2,2,2,3,3,3,4,2,2,2,4,4,4,3,2,2,3,2,2,2,2,3,2,2,2,2,1,3,2, , , , ,2,3,3,42,3,.907026720112297
299979102,5/6/2020,1,31,2, , ,11,4, , , , ,2, , ,1, , ,11,0, , ,99999997,2,4,1,2,99999997,99999997,99999997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,3,3,5,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,4,4,1,1, , , , ,2,1,3,25,2,.902414202459789
299979105,5/6/2020,1,31,2, , ,20,7, , , , ,3, , ,1, , ,3,0, , ,4,1,4,3,3,5,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,3,3,4,2,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,4,3,3, , , , ,2,3,5,31,2,.757836855092231
299979115,5/6/2020,1,31,1, , ,18,7, , , , ,7, , ,3, , ,1,0, , ,1,3,4,2,1,4,3,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,3,4,2,2,2,2,5,3,3,3,4,4,4,2,99999997,4,2,4,1,4,3,3,1,3,2, , , , ,2,1,2,40,3,.674266940566047
299979118,5/6/2020,1,31,1, , ,18,7, , , , ,4, , ,2, , ,99999997,0, , ,1,2,4,99999997,3,2,3,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1, , , , ,3,1,1,42,3,.945080563029957
299979123,5/6/2020,1,31,2, , ,8,3, , , , ,2, , ,1, , ,13,0, , ,1,2,4,99999997,2,99999997,4,3,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,6,3,3, , , , ,1,1,1,21,1,2.02277307113602
299979125,5/6/2020,1,31,1, , ,12,5, , , , ,6, , ,3, , ,3,0, , ,2,2,4,1,1,3,2,4,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,2,1,1,4,5,5,1,1,2,2,4,3,4,2,2,2,4,1,1,2,2,99999997,1,4,2,2,1,3,3, , , , ,2,2,4,41,3,.808738274329262
299979127,5/6/2020,1,31,2, , ,11,4, , , , ,6, , ,3, , ,1,0, , ,4,3,1,3,3,4,3,5,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1,1,2,3,4,99999997,4,99999997,4,4,3,4,4,3,4,2,4,2,99999997,2,99999997,99999997,2,2,99999997,2,7,3,3, , , , ,2,1,2,57,5,.774455364144405
299979146,5/6/2020,1,31,2, , ,10,4, , , , ,8, , ,3, , ,8,0, , ,1,3,4,4,1,4,4,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,1,1,1,5,5,5,3,2,2,2,3,4,3,2,2,2,3,2,2,2,2,2,2,2,1,1,1,3,2, , , , ,2,1,3,30,2,.357958848928269
299979149,5/6/2020,1,36,1, , , , ,6,4, , , ,3, ,2, , , , ,3, ,1,3,2,5,1,4,4,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,1,5,4,4,5,5,2,5,5,5,3,4,3,4,5,5,5,5,5,5,5,5,4,5,5,4,2, , , , ,2,3,4,28,2,1.50019177851944
299979151,5/6/2020,1,31,2, , ,10,4, , , , ,4, , ,2, , ,99999997,0, , ,2,2,4,3,1,4,4,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,2,99999997,99999997,3,2,2,99999997,99999997,99999997,99999997,99999997,99999997,2,99999997,99999997,99999997,3,3,3, , , , ,2,3,2,62,5,1.08550882084285
299979164,5/6/2020,1,31,1, , ,17,6, , , , ,5, , ,2, , ,8,0, , ,1,2,4,3,1,6,6,3,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,4,3,4,3,3,4,3,1,4,2, , , , ,2,3,3,40,3,.417318602461584
299979167,5/6/2020,1,31,2, , ,11,4, , , , ,7, , ,3, , ,3,0, , ,99999997,2,99999997,3,2,99999997,2,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,3,2,4,2,2,2,99999997,99999997,2,4,3,4,5,2,4,5,3,99999997,99999997,99999997,2,4,3,3,3,3,3, , , , ,2,2,99999997,42,3,.731703340560016
299979179,5/6/2020,1,31,2, , ,6,2, , , , ,4, , ,2, , ,9,0, , ,3,3,4,5,3,5,3,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,4,3,3,4,3,4,3,3,99999997,99999997,3,3,3,4,4,3,2,3,99999997,99999997,99999997,5,3,3, , , , ,2,2,1,39,3,.667411283949498
